u11,u21,u12,u22,theta(2),alpha(2),beta(2)
6,5,0.5,4.5,"(-2.97531,0)","(1.48766,1.79522)","(-0.837981,1.9061)"
6,5,0.5,4,"(-2.97531,0)","(1.48766,1.79522)","(-0.896055,1.85679)"
6,5,0.5,2,"(-2.97531,0)","(1.48766,1.79522)","(-1.19029,1.68365)"
6,5,0.5,1.5,"(-2.97531,0)","(1.48766,1.79522)","(-1.27934,1.65253)"
6,5,0.5,1,"(-2.97531,0)","(1.48766,1.79522)","(-1.3734,1.62905)"
6,5,0.5,0,"(-2.97531,0)","(1.48766,1.79522)","(-1.5708,1.60944)"
6,5,0,5.5,"(-3.14159,0)","(1.5708,1.79176)","(-0.737815,2.00593)"
6,5,0,5,"(-3.14159,0)","(1.5708,1.79176)","(-0.785398,1.95601)"
6,5,0,4.5,"(-3.14159,0)","(1.5708,1.79176)","(-0.837981,1.9061)"
6,5,0,4,"(-3.14159,0)","(1.5708,1.79176)","(-0.896055,1.85679)"
6,5,0,2,"(-3.14159,0)","(1.5708,1.79176)","(-1.19029,1.68365)"
6,5,0,1,"(-3.14159,0)","(1.5708,1.79176)","(-1.3734,1.62905)"
6,5,0,0.5,"(-3.14159,0)","(1.5708,1.79176)","(-1.47113,1.61441)"
6,5,0,0,"(-3.14159,0)","(1.5708,1.79176)","(-1.5708,1.60944)"
6,4.5,6,6,"(-1.5708,0)","(0.785398,2.13833)","(-0.643501,2.0149)"
6,4.5,6,4.5,"(-1.5708,0)","(0.785398,2.13833)","(-0.785398,1.85065)"
6,4.5,6,4,"(-1.5708,0)","(0.785398,2.13833)","(-0.844154,1.79522)"
6,4.5,6,3,"(-1.5708,0)","(0.785398,2.13833)","(-0.982794,1.68794)"
6,4.5,6,2.5,"(-1.5708,0)","(0.785398,2.13833)","(-1.0637,1.63857)"
6,4.5,6,1,"(-1.5708,0)","(0.785398,2.13833)","(-1.35213,1.52818)"
6,4.5,6,0,"(-1.5708,0)","(0.785398,2.13833)","(-1.5708,1.50408)"
6,4.5,5.5,4.5,"(-1.6577,0)","(0.828849,2.09672)","(-0.785398,1.85065)"
6,4.5,5.5,4,"(-1.6577,0)","(0.828849,2.09672)","(-0.844154,1.79522)"
6,4.5,5.5,2.5,"(-1.6577,0)","(0.828849,2.09672)","(-1.0637,1.63857)"
6,4.5,5.5,2,"(-1.6577,0)","(0.828849,2.09672)","(-1.15257,1.59421)"
6,4.5,5.5,1.5,"(-1.6577,0)","(0.828849,2.09672)","(-1.24905,1.55676)"
6,4.5,5.5,0.5,"(-1.6577,0)","(0.828849,2.09672)","(-1.46014,1.51021)"
6,4.5,5,5,"(-1.75212,0)","(0.876058,2.05544)","(-0.732815,1.9061)"
6,4.5,5,3,"(-1.75212,0)","(0.876058,2.05544)","(-0.982794,1.68794)"
6,4.5,5,2,"(-1.75212,0)","(0.876058,2.05544)","(-1.15257,1.59421)"
6,4.5,5,1.5,"(-1.75212,0)","(0.876058,2.05544)","(-1.24905,1.55676)"
6,4.5,5,0,"(-1.75212,0)","(0.876058,2.05544)","(-1.5708,1.50408)"
6,4.5,4.5,6,"(-1.85459,0)","(0.927295,2.0149)","(-0.643501,2.0149)"
6,4.5,4.5,4,"(-1.85459,0)","(0.927295,2.0149)","(-0.844154,1.79522)"
6,4.5,4.5,3,"(-1.85459,0)","(0.927295,2.0149)","(-0.982794,1.68794)"
6,4.5,4.5,2.5,"(-1.85459,0)","(0.927295,2.0149)","(-1.0637,1.63857)"
6,4.5,4.5,2,"(-1.85459,0)","(0.927295,2.0149)","(-1.15257,1.59421)"
6,4.5,4.5,1.5,"(-1.85459,0)","(0.927295,2.0149)","(-1.24905,1.55676)"
6,4.5,4.5,0.5,"(-1.85459,0)","(0.927295,2.0149)","(-1.46014,1.51021)"
6,4.5,4.5,0,"(-1.85459,0)","(0.927295,2.0149)","(-1.5708,1.50408)"
6,4.5,4,6,"(-1.96559,0)","(0.982794,1.97562)","(-0.643501,2.0149)"
6,4.5,4,5.5,"(-1.96559,0)","(0.982794,1.97562)","(-0.68573,1.96099)"
6,4.5,4,5,"(-1.96559,0)","(0.982794,1.97562)","(-0.732815,1.9061)"
6,4.5,4,4.5,"(-1.96559,0)","(0.982794,1.97562)","(-0.785398,1.85065)"
6,4.5,4,3.5,"(-1.96559,0)","(0.982794,1.97562)","(-0.909753,1.74062)"
6,4.5,4,2,"(-1.96559,0)","(0.982794,1.97562)","(-1.15257,1.59421)"
6,4.5,4,1.5,"(-1.96559,0)","(0.982794,1.97562)","(-1.24905,1.55676)"
6,4.5,4,1,"(-1.96559,0)","(0.982794,1.97562)","(-1.35213,1.52818)"
6,4.5,4,0.5,"(-1.96559,0)","(0.982794,1.97562)","(-1.46014,1.51021)"
6,4.5,3.5,5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.732815,1.9061)"
6,4.5,3.5,4.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.785398,1.85065)"
6,4.5,3.5,4,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.844154,1.79522)"
6,4.5,3.5,1.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.24905,1.55676)"
6,4.5,3.5,0.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.46014,1.51021)"
6,4.5,3,6,"(-2.2143,0)","(1.10715,1.90333)","(-0.643501,2.0149)"
6,4.5,3,5.5,"(-2.2143,0)","(1.10715,1.90333)","(-0.68573,1.96099)"
6,4.5,3,4.5,"(-2.2143,0)","(1.10715,1.90333)","(-0.785398,1.85065)"
6,4.5,3,2.5,"(-2.2143,0)","(1.10715,1.90333)","(-1.0637,1.63857)"
6,4.5,3,2,"(-2.2143,0)","(1.10715,1.90333)","(-1.15257,1.59421)"
6,4.5,3,1,"(-2.2143,0)","(1.10715,1.90333)","(-1.35213,1.52818)"
6,4.5,3,0.5,"(-2.2143,0)","(1.10715,1.90333)","(-1.46014,1.51021)"
6,4.5,2.5,6,"(-2.35201,0)","(1.17601,1.8718)","(-0.643501,2.0149)"
6,4.5,2.5,5.5,"(-2.35201,0)","(1.17601,1.8718)","(-0.68573,1.96099)"
6,4.5,2.5,4.5,"(-2.35201,0)","(1.17601,1.8718)","(-0.785398,1.85065)"
6,4.5,2.5,4,"(-2.35201,0)","(1.17601,1.8718)","(-0.844154,1.79522)"
6,4.5,2.5,3.5,"(-2.35201,0)","(1.17601,1.8718)","(-0.909753,1.74062)"
6,4.5,2.5,3,"(-2.35201,0)","(1.17601,1.8718)","(-0.982794,1.68794)"
6,4.5,2.5,2.5,"(-2.35201,0)","(1.17601,1.8718)","(-1.0637,1.63857)"
6,4.5,2.5,0.5,"(-2.35201,0)","(1.17601,1.8718)","(-1.46014,1.51021)"
6,4.5,2,6,"(-2.49809,0)","(1.24905,1.84444)","(-0.643501,2.0149)"
6,4.5,2,5.5,"(-2.49809,0)","(1.24905,1.84444)","(-0.68573,1.96099)"
6,4.5,2,3.5,"(-2.49809,0)","(1.24905,1.84444)","(-0.909753,1.74062)"
6,4.5,2,2,"(-2.49809,0)","(1.24905,1.84444)","(-1.15257,1.59421)"
6,4.5,2,0.5,"(-2.49809,0)","(1.24905,1.84444)","(-1.46014,1.51021)"
6,4.5,1.5,6,"(-2.65164,0)","(1.32582,1.82207)","(-0.643501,2.0149)"
6,4.5,1.5,5.5,"(-2.65164,0)","(1.32582,1.82207)","(-0.68573,1.96099)"
6,4.5,1.5,4,"(-2.65164,0)","(1.32582,1.82207)","(-0.844154,1.79522)"
6,4.5,1.5,3.5,"(-2.65164,0)","(1.32582,1.82207)","(-0.909753,1.74062)"
6,4.5,1.5,3,"(-2.65164,0)","(1.32582,1.82207)","(-0.982794,1.68794)"
6,4.5,1.5,2.5,"(-2.65164,0)","(1.32582,1.82207)","(-1.0637,1.63857)"
6,4.5,1.5,2,"(-2.65164,0)","(1.32582,1.82207)","(-1.15257,1.59421)"
6,4.5,1.5,1.5,"(-2.65164,0)","(1.32582,1.82207)","(-1.24905,1.55676)"
6,4.5,1.5,1,"(-2.65164,0)","(1.32582,1.82207)","(-1.35213,1.52818)"
6,4.5,1.5,0.5,"(-2.65164,0)","(1.32582,1.82207)","(-1.46014,1.51021)"
6,4.5,1.5,0,"(-2.65164,0)","(1.32582,1.82207)","(-1.5708,1.50408)"
6,4.5,1,4.5,"(-2.8113,0)","(1.40565,1.80546)","(-0.785398,1.85065)"
6,4.5,1,3.5,"(-2.8113,0)","(1.40565,1.80546)","(-0.909753,1.74062)"
6,4.5,1,3,"(-2.8113,0)","(1.40565,1.80546)","(-0.982794,1.68794)"
6,4.5,1,2,"(-2.8113,0)","(1.40565,1.80546)","(-1.15257,1.59421)"
6,4.5,1,1.5,"(-2.8113,0)","(1.40565,1.80546)","(-1.24905,1.55676)"
6,4.5,1,0,"(-2.8113,0)","(1.40565,1.80546)","(-1.5708,1.50408)"
6,4.5,0.5,5.5,"(-2.97531,0)","(1.48766,1.79522)","(-0.68573,1.96099)"
6,4.5,0.5,5,"(-2.97531,0)","(1.48766,1.79522)","(-0.732815,1.9061)"
6,4.5,0.5,4,"(-2.97531,0)","(1.48766,1.79522)","(-0.844154,1.79522)"
6,4.5,0.5,3.5,"(-2.97531,0)","(1.48766,1.79522)","(-0.909753,1.74062)"
6,4.5,0.5,3,"(-2.97531,0)","(1.48766,1.79522)","(-0.982794,1.68794)"
6,4.5,0.5,2.5,"(-2.97531,0)","(1.48766,1.79522)","(-1.0637,1.63857)"
6,4.5,0.5,1.5,"(-2.97531,0)","(1.48766,1.79522)","(-1.24905,1.55676)"
6,4.5,0.5,0,"(-2.97531,0)","(1.48766,1.79522)","(-1.5708,1.50408)"
6,4.5,0,6,"(-3.14159,0)","(1.5708,1.79176)","(-0.643501,2.0149)"
6,4.5,0,5,"(-3.14159,0)","(1.5708,1.79176)","(-0.732815,1.9061)"
6,4.5,0,3.5,"(-3.14159,0)","(1.5708,1.79176)","(-0.909753,1.74062)"
6,4.5,0,3,"(-3.14159,0)","(1.5708,1.79176)","(-0.982794,1.68794)"
6,4.5,0,2,"(-3.14159,0)","(1.5708,1.79176)","(-1.15257,1.59421)"
6,4.5,0,1.5,"(-3.14159,0)","(1.5708,1.79176)","(-1.24905,1.55676)"
6,4.5,0,1,"(-3.14159,0)","(1.5708,1.79176)","(-1.35213,1.52818)"
6,4,6,6,"(-1.5708,0)","(0.785398,2.13833)","(-0.588003,1.97562)"
6,4,6,5.5,"(-1.5708,0)","(0.785398,2.13833)","(-0.628796,1.91703)"
6,4,6,5,"(-1.5708,0)","(0.785398,2.13833)","(-0.674741,1.85679)"
6,4,6,4.5,"(-1.5708,0)","(0.785398,2.13833)","(-0.726642,1.79522)"
6,4,6,4,"(-1.5708,0)","(0.785398,2.13833)","(-0.785398,1.73287)"
6,4,6,3.5,"(-1.5708,0)","(0.785398,2.13833)","(-0.851966,1.67055)"
6,4,6,3,"(-1.5708,0)","(0.785398,2.13833)","(-0.927295,1.60944)"
6,4,6,2.5,"(-1.5708,0)","(0.785398,2.13833)","(-1.0122,1.55117)"
6,4,6,1.5,"(-1.5708,0)","(0.785398,2.13833)","(-1.21203,1.45208)"
6,4,6,0.5,"(-1.5708,0)","(0.785398,2.13833)","(-1.44644,1.39405)"
6,4,6,0,"(-1.5708,0)","(0.785398,2.13833)","(-1.5708,1.38629)"
6,4,5.5,5.5,"(-1.6577,0)","(0.828849,2.09672)","(-0.628796,1.91703)"
6,4,5.5,4.5,"(-1.6577,0)","(0.828849,2.09672)","(-0.726642,1.79522)"
6,4,5.5,4,"(-1.6577,0)","(0.828849,2.09672)","(-0.785398,1.73287)"
6,4,5.5,1.5,"(-1.6577,0)","(0.828849,2.09672)","(-1.21203,1.45208)"
6,4,5.5,1,"(-1.6577,0)","(0.828849,2.09672)","(-1.32582,1.41661)"
6,4,5.5,0,"(-1.6577,0)","(0.828849,2.09672)","(-1.5708,1.38629)"
6,4,5,6,"(-1.75212,0)","(0.876058,2.05544)","(-0.588003,1.97562)"
6,4,5,5,"(-1.75212,0)","(0.876058,2.05544)","(-0.674741,1.85679)"
6,4,5,4.5,"(-1.75212,0)","(0.876058,2.05544)","(-0.726642,1.79522)"
6,4,5,3,"(-1.75212,0)","(0.876058,2.05544)","(-0.927295,1.60944)"
6,4,5,2.5,"(-1.75212,0)","(0.876058,2.05544)","(-1.0122,1.55117)"
6,4,5,2,"(-1.75212,0)","(0.876058,2.05544)","(-1.10715,1.49787)"
6,4,5,1.5,"(-1.75212,0)","(0.876058,2.05544)","(-1.21203,1.45208)"
6,4,5,0.5,"(-1.75212,0)","(0.876058,2.05544)","(-1.44644,1.39405)"
6,4,4.5,5.5,"(-1.85459,0)","(0.927295,2.0149)","(-0.628796,1.91703)"
6,4,4.5,5,"(-1.85459,0)","(0.927295,2.0149)","(-0.674741,1.85679)"
6,4,4.5,4.5,"(-1.85459,0)","(0.927295,2.0149)","(-0.726642,1.79522)"
6,4,4.5,4,"(-1.85459,0)","(0.927295,2.0149)","(-0.785398,1.73287)"
6,4,4.5,3.5,"(-1.85459,0)","(0.927295,2.0149)","(-0.851966,1.67055)"
6,4,4.5,2.5,"(-1.85459,0)","(0.927295,2.0149)","(-1.0122,1.55117)"
6,4,4.5,2,"(-1.85459,0)","(0.927295,2.0149)","(-1.10715,1.49787)"
6,4,4.5,0.5,"(-1.85459,0)","(0.927295,2.0149)","(-1.44644,1.39405)"
6,4,4.5,0,"(-1.85459,0)","(0.927295,2.0149)","(-1.5708,1.38629)"
6,4,4,6,"(-1.96559,0)","(0.982794,1.97562)","(-0.588003,1.97562)"
6,4,4,5,"(-1.96559,0)","(0.982794,1.97562)","(-0.674741,1.85679)"
6,4,4,4.5,"(-1.96559,0)","(0.982794,1.97562)","(-0.726642,1.79522)"
6,4,4,4,"(-1.96559,0)","(0.982794,1.97562)","(-0.785398,1.73287)"
6,4,4,3.5,"(-1.96559,0)","(0.982794,1.97562)","(-0.851966,1.67055)"
6,4,4,3,"(-1.96559,0)","(0.982794,1.97562)","(-0.927295,1.60944)"
6,4,4,0.5,"(-1.96559,0)","(0.982794,1.97562)","(-1.44644,1.39405)"
6,4,4,0,"(-1.96559,0)","(0.982794,1.97562)","(-1.5708,1.38629)"
6,4,3.5,5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.674741,1.85679)"
6,4,3.5,4.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.726642,1.79522)"
6,4,3.5,4,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.785398,1.73287)"
6,4,3.5,3.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.851966,1.67055)"
6,4,3.5,2.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.0122,1.55117)"
6,4,3.5,1,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.32582,1.41661)"
6,4,3.5,0.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.44644,1.39405)"
6,4,3.5,0,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.5708,1.38629)"
6,4,3,5,"(-2.2143,0)","(1.10715,1.90333)","(-0.674741,1.85679)"
6,4,3,4.5,"(-2.2143,0)","(1.10715,1.90333)","(-0.726642,1.79522)"
6,5,3,1,"(-2.2143,0)","(1.10715,1.90333)","(-1.3734,1.62905)"
6,4,3,4,"(-2.2143,0)","(1.10715,1.90333)","(-0.785398,1.73287)"
6,4,3,3.5,"(-2.2143,0)","(1.10715,1.90333)","(-0.851966,1.67055)"
6,4,3,2.5,"(-2.2143,0)","(1.10715,1.90333)","(-1.0122,1.55117)"
6,4,3,0.5,"(-2.2143,0)","(1.10715,1.90333)","(-1.44644,1.39405)"
6,4,2.5,6,"(-2.35201,0)","(1.17601,1.8718)","(-0.588003,1.97562)"
6,4,2.5,5.5,"(-2.35201,0)","(1.17601,1.8718)","(-0.628796,1.91703)"
6,4,2.5,4.5,"(-2.35201,0)","(1.17601,1.8718)","(-0.726642,1.79522)"
6,4,2.5,4,"(-2.35201,0)","(1.17601,1.8718)","(-0.785398,1.73287)"
6,4,2.5,3.5,"(-2.35201,0)","(1.17601,1.8718)","(-0.851966,1.67055)"
6,4,2.5,3,"(-2.35201,0)","(1.17601,1.8718)","(-0.927295,1.60944)"
6,4,2.5,2,"(-2.35201,0)","(1.17601,1.8718)","(-1.10715,1.49787)"
6,4,2,6,"(-2.49809,0)","(1.24905,1.84444)","(-0.588003,1.97562)"
6,4,2,5,"(-2.49809,0)","(1.24905,1.84444)","(-0.674741,1.85679)"
6,4,2,4,"(-2.49809,0)","(1.24905,1.84444)","(-0.785398,1.73287)"
6,4,2,3.5,"(-2.49809,0)","(1.24905,1.84444)","(-0.851966,1.67055)"
6,4,2,2.5,"(-2.49809,0)","(1.24905,1.84444)","(-1.0122,1.55117)"
6,4,2,2,"(-2.49809,0)","(1.24905,1.84444)","(-1.10715,1.49787)"
6,4,2,0.5,"(-2.49809,0)","(1.24905,1.84444)","(-1.44644,1.39405)"
6,4,1.5,6,"(-2.65164,0)","(1.32582,1.82207)","(-0.588003,1.97562)"
6,4,1.5,5.5,"(-2.65164,0)","(1.32582,1.82207)","(-0.628796,1.91703)"
6,4,1.5,5,"(-2.65164,0)","(1.32582,1.82207)","(-0.674741,1.85679)"
6,4,1.5,4.5,"(-2.65164,0)","(1.32582,1.82207)","(-0.726642,1.79522)"
6,4,1.5,3,"(-2.65164,0)","(1.32582,1.82207)","(-0.927295,1.60944)"
6,4,1.5,2,"(-2.65164,0)","(1.32582,1.82207)","(-1.10715,1.49787)"
6,4,1.5,1.5,"(-2.65164,0)","(1.32582,1.82207)","(-1.21203,1.45208)"
6,4,1.5,1,"(-2.65164,0)","(1.32582,1.82207)","(-1.32582,1.41661)"
6,4,1.5,0.5,"(-2.65164,0)","(1.32582,1.82207)","(-1.44644,1.39405)"
6,4,1,6,"(-2.8113,0)","(1.40565,1.80546)","(-0.588003,1.97562)"
6,4,1,5.5,"(-2.8113,0)","(1.40565,1.80546)","(-0.628796,1.91703)"
6,4,1,5,"(-2.8113,0)","(1.40565,1.80546)","(-0.674741,1.85679)"
6,4,1,3.5,"(-2.8113,0)","(1.40565,1.80546)","(-0.851966,1.67055)"
6,4,1,3,"(-2.8113,0)","(1.40565,1.80546)","(-0.927295,1.60944)"
6,4,1,2,"(-2.8113,0)","(1.40565,1.80546)","(-1.10715,1.49787)"
6,4,1,1.5,"(-2.8113,0)","(1.40565,1.80546)","(-1.21203,1.45208)"
6,4,1,1,"(-2.8113,0)","(1.40565,1.80546)","(-1.32582,1.41661)"
6,4,0.5,5.5,"(-2.97531,0)","(1.48766,1.79522)","(-0.628796,1.91703)"
6,4,0.5,5,"(-2.97531,0)","(1.48766,1.79522)","(-0.674741,1.85679)"
6,4,0.5,2,"(-2.97531,0)","(1.48766,1.79522)","(-1.10715,1.49787)"
6,4,0.5,1.5,"(-2.97531,0)","(1.48766,1.79522)","(-1.21203,1.45208)"
6,4,0.5,1,"(-2.97531,0)","(1.48766,1.79522)","(-1.32582,1.41661)"
6,4,0.5,0.5,"(-2.97531,0)","(1.48766,1.79522)","(-1.44644,1.39405)"
6,4,0,6,"(-3.14159,0)","(1.5708,1.79176)","(-0.588003,1.97562)"
6,4,0,4.5,"(-3.14159,0)","(1.5708,1.79176)","(-0.726642,1.79522)"
6,4,0,3,"(-3.14159,0)","(1.5708,1.79176)","(-0.927295,1.60944)"
6,4,0,2,"(-3.14159,0)","(1.5708,1.79176)","(-1.10715,1.49787)"
6,4,0,1.5,"(-3.14159,0)","(1.5708,1.79176)","(-1.21203,1.45208)"
6,4,0,1,"(-3.14159,0)","(1.5708,1.79176)","(-1.32582,1.41661)"
6,4,0,0.5,"(-3.14159,0)","(1.5708,1.79176)","(-1.44644,1.39405)"
6,4,0,0,"(-3.14159,0)","(1.5708,1.79176)","(-1.5708,1.38629)"
6,3.5,6,3.5,"(-1.5708,0)","(0.785398,2.13833)","(-0.785398,1.59934)"
6,3.5,6,3,"(-1.5708,0)","(0.785398,2.13833)","(-0.86217,1.52818)"
6,3.5,6,2,"(-1.5708,0)","(0.785398,2.13833)","(-1.05165,1.39405)"
6,3.5,6,0.5,"(-1.5708,0)","(0.785398,2.13833)","(-1.4289,1.26286)"
6,3.5,5.5,5.5,"(-1.6577,0)","(0.828849,2.09672)","(-0.566729,1.87475)"
6,3.5,5.5,5,"(-1.6577,0)","(0.828849,2.09672)","(-0.610726,1.80883)"
6,3.5,5.5,4,"(-1.6577,0)","(0.828849,2.09672)","(-0.71883,1.67055)"
6,3.5,5.5,3.5,"(-1.6577,0)","(0.828849,2.09672)","(-0.785398,1.59934)"
6,3.5,5.5,3,"(-1.6577,0)","(0.828849,2.09672)","(-0.86217,1.52818)"
6,3.5,5.5,2.5,"(-1.6577,0)","(0.828849,2.09672)","(-0.950547,1.45889)"
6,3.5,5.5,2,"(-1.6577,0)","(0.828849,2.09672)","(-1.05165,1.39405)"
6,3.5,5.5,1.5,"(-1.6577,0)","(0.828849,2.09672)","(-1.1659,1.33707)"
6,3.5,5.5,0.5,"(-1.6577,0)","(0.828849,2.09672)","(-1.4289,1.26286)"
6,3.5,5,5.5,"(-1.75212,0)","(0.876058,2.05544)","(-0.566729,1.87475)"
6,3.5,5,5,"(-1.75212,0)","(0.876058,2.05544)","(-0.610726,1.80883)"
6,3.5,5,4,"(-1.75212,0)","(0.876058,2.05544)","(-0.71883,1.67055)"
6,3.5,5,2.5,"(-1.75212,0)","(0.876058,2.05544)","(-0.950547,1.45889)"
6,3.5,5,2,"(-1.75212,0)","(0.876058,2.05544)","(-1.05165,1.39405)"
6,3.5,5,1,"(-1.75212,0)","(0.876058,2.05544)","(-1.2925,1.292)"
6,3.5,4.5,5.5,"(-1.85459,0)","(0.927295,2.0149)","(-0.566729,1.87475)"
6,3.5,4.5,4.5,"(-1.85459,0)","(0.927295,2.0149)","(-0.661043,1.74062)"
6,3.5,4.5,1.5,"(-1.85459,0)","(0.927295,2.0149)","(-1.1659,1.33707)"
6,3.5,4.5,1,"(-1.85459,0)","(0.927295,2.0149)","(-1.2925,1.292)"
6,3.5,4.5,0.5,"(-1.85459,0)","(0.927295,2.0149)","(-1.4289,1.26286)"
6,3.5,4.5,0,"(-1.85459,0)","(0.927295,2.0149)","(-1.5708,1.25276)"
6,3.5,4,4.5,"(-1.96559,0)","(0.982794,1.97562)","(-0.661043,1.74062)"
6,3.5,4,3,"(-1.96559,0)","(0.982794,1.97562)","(-0.86217,1.52818)"
6,3.5,4,2.5,"(-1.96559,0)","(0.982794,1.97562)","(-0.950547,1.45889)"
6,3.5,4,1.5,"(-1.96559,0)","(0.982794,1.97562)","(-1.1659,1.33707)"
6,3.5,4,1,"(-1.96559,0)","(0.982794,1.97562)","(-1.2925,1.292)"
6,3.5,4,0.5,"(-1.96559,0)","(0.982794,1.97562)","(-1.4289,1.26286)"
6,3.5,3.5,6,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.528074,1.9382)"
6,3.5,3.5,5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.610726,1.80883)"
6,5.5,6,1,"(-1.5708,0)","(0.785398,2.13833)","(-1.39094,1.72101)"
6,3.5,3.5,3.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-0.785398,1.59934)"
6,3.5,3.5,1,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.2925,1.292)"
6,3.5,3.5,0,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.5708,1.25276)"
6,3.5,3,5.5,"(-2.2143,0)","(1.10715,1.90333)","(-0.566729,1.87475)"
6,3.5,6,5.5,"(-1.5708,0)","(0.785398,2.13833)","(-0.566729,1.87475)"
6,3.5,3,5,"(-2.2143,0)","(1.10715,1.90333)","(-0.610726,1.80883)"
6,3.5,3,4.5,"(-2.2143,0)","(1.10715,1.90333)","(-0.661043,1.74062)"
6,3.5,3,4,"(-2.2143,0)","(1.10715,1.90333)","(-0.71883,1.67055)"
6,3.5,3,3.5,"(-2.2143,0)","(1.10715,1.90333)","(-0.785398,1.59934)"
6,3.5,3,2,"(-2.2143,0)","(1.10715,1.90333)","(-1.05165,1.39405)"
6,3.5,3,0,"(-2.2143,0)","(1.10715,1.90333)","(-1.5708,1.25276)"
6,3.5,2.5,6,"(-2.35201,0)","(1.17601,1.8718)","(-0.528074,1.9382)"
6,6,2.5,6,"(-2.35201,0)","(1.17601,1.8718)","(-0.785398,2.13833)"
6,3.5,2.5,4,"(-2.35201,0)","(1.17601,1.8718)","(-0.71883,1.67055)"
6,3.5,2.5,3.5,"(-2.35201,0)","(1.17601,1.8718)","(-0.785398,1.59934)"
6,3.5,2.5,3,"(-2.35201,0)","(1.17601,1.8718)","(-0.86217,1.52818)"
6,3.5,2.5,2,"(-2.35201,0)","(1.17601,1.8718)","(-1.05165,1.39405)"
6,3.5,2.5,1,"(-2.35201,0)","(1.17601,1.8718)","(-1.2925,1.292)"
6,3.5,2.5,0.5,"(-2.35201,0)","(1.17601,1.8718)","(-1.4289,1.26286)"
6,3.5,2.5,0,"(-2.35201,0)","(1.17601,1.8718)","(-1.5708,1.25276)"
6,3.5,2,6,"(-2.49809,0)","(1.24905,1.84444)","(-0.528074,1.9382)"
6,3.5,2,5,"(-2.49809,0)","(1.24905,1.84444)","(-0.610726,1.80883)"
6,3.5,2,4.5,"(-2.49809,0)","(1.24905,1.84444)","(-0.661043,1.74062)"
6,3.5,2,4,"(-2.49809,0)","(1.24905,1.84444)","(-0.71883,1.67055)"
6,3.5,2,3.5,"(-2.49809,0)","(1.24905,1.84444)","(-0.785398,1.59934)"
6,3.5,2,2.5,"(-2.49809,0)","(1.24905,1.84444)","(-0.950547,1.45889)"
6,3.5,2,1.5,"(-2.49809,0)","(1.24905,1.84444)","(-1.1659,1.33707)"
6,3.5,2,1,"(-2.49809,0)","(1.24905,1.84444)","(-1.2925,1.292)"
6,3.5,2,0.5,"(-2.49809,0)","(1.24905,1.84444)","(-1.4289,1.26286)"
6,3.5,2,0,"(-2.49809,0)","(1.24905,1.84444)","(-1.5708,1.25276)"
6,3.5,1.5,6,"(-2.65164,0)","(1.32582,1.82207)","(-0.528074,1.9382)"
6,3.5,1.5,5.5,"(-2.65164,0)","(1.32582,1.82207)","(-0.566729,1.87475)"
6,3.5,1.5,4.5,"(-2.65164,0)","(1.32582,1.82207)","(-0.661043,1.74062)"
6,3.5,1.5,4,"(-2.65164,0)","(1.32582,1.82207)","(-0.71883,1.67055)"
6,3.5,1.5,2.5,"(-2.65164,0)","(1.32582,1.82207)","(-0.950547,1.45889)"
6,3.5,1.5,1,"(-2.65164,0)","(1.32582,1.82207)","(-1.2925,1.292)"
6,3.5,1,5.5,"(-2.8113,0)","(1.40565,1.80546)","(-0.566729,1.87475)"
6,3.5,1,4.5,"(-2.8113,0)","(1.40565,1.80546)","(-0.661043,1.74062)"
6,3.5,1,4,"(-2.8113,0)","(1.40565,1.80546)","(-0.71883,1.67055)"
6,3.5,1,3.5,"(-2.8113,0)","(1.40565,1.80546)","(-0.785398,1.59934)"
6,3.5,1,3,"(-2.8113,0)","(1.40565,1.80546)","(-0.86217,1.52818)"
6,3.5,1,2.5,"(-2.8113,0)","(1.40565,1.80546)","(-0.950547,1.45889)"
6,3.5,1,2,"(-2.8113,0)","(1.40565,1.80546)","(-1.05165,1.39405)"
6,3.5,1,1.5,"(-2.8113,0)","(1.40565,1.80546)","(-1.1659,1.33707)"
6,3.5,0.5,5,"(-2.97531,0)","(1.48766,1.79522)","(-0.610726,1.80883)"
6,3.5,0.5,4.5,"(-2.97531,0)","(1.48766,1.79522)","(-0.661043,1.74062)"
