u11,u21,u12,u22,theta(2),alpha(2),beta(2)
0,0,1.5,3,"(0,0)","(0,0.405465)","(0,1.09861)"
0.5,3.5,6,0.5,"(-0.166282,0)","(0.0831412,1.79522)","(-1.4289,1.26286)"
1,0.5,5,4,"(-0.394791,0)","(0.197396,1.62905)","(-0.124355,1.39405)"
3,2.5,3.5,0.5,"(-1.41725,0)","(0.708626,1.52818)","(-1.3734,0.935901)"
0.5,1,0.5,5,"(-1.5708,0)","(0.785398,-0.346574)","(-0.197396,1.62905)"
6,2,0.5,5.5,"(-2.97531,0)","(1.48766,1.79522)","(-0.348771,1.76684)"
4.5,2,0,5.5,"(-3.14159,0)","(1.5708,1.50408)","(-0.348771,1.76684)"
1,4.5,5,3.5,"(-0.394791,0)","(0.197396,1.62905)","(-0.909753,1.74062)"
3,4,6,3,"(-0.927295,0)","(0.463648,1.90333)","(-0.927295,1.60944)"
0,6,4.5,5.5,"(0,0)","(0,1.50408)","(-0.828849,2.09672)"
1,0.5,5,1,"(-0.394791,0)","(0.197396,1.62905)","(-0.463648,0.111572)"
1,0.5,5,0.5,"(-0.394791,0)","(0.197396,1.62905)","(-0.785398,-0.346574)"
4.5,0,4,3.5,"(-1.68831,0)","(0.844154,1.79522)","(0,1.25276)"
1,0.5,4.5,6,"(-0.437338,0)","(0.218669,1.52818)","(-0.0831412,1.79522)"
0.5,0.5,5,2.5,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-0.197396,0.935901)"
1,0.5,4.5,5,"(-0.437338,0)","(0.218669,1.52818)","(-0.0996687,1.61441)"
1,0.5,4.5,4.5,"(-0.437338,0)","(0.218669,1.52818)","(-0.110657,1.51021)"
1,5.5,6,4.5,"(-0.330297,0)","(0.165149,1.80546)","(-0.885067,1.96099)"
5,5.5,4,4,"(-1.79211,-1.11022e-16)","(0.896055,1.85679)","(-0.942,1.91703)"
4,6,0.5,2,"(-2.89288,0)","(1.44644,1.39405)","(-1.24905,1.84444)"
2.5,5.5,0.5,3,"(-2.7468,0)","(1.3734,0.935901)","(-1.07145,1.83498)"
1.5,0,4.5,3,"(-0.643501,0)","(0.321751,1.55676)","(0,1.09861)"
6,4.5,6,1.5,"(-1.5708,0)","(0.785398,2.13833)","(-1.24905,1.55676)"
5.5,1,2,4,"(-2.44405,-1.11022e-16)","(1.22203,1.76684)","(-0.244979,1.41661)"
5.5,0,4,4,"(-1.884,0)","(0.942,1.91703)","(0,1.38629)"
0,2,0.5,5,"(0,0)","(0,-0.693147)","(-0.380506,1.68365)"
1,0.5,4.5,2.5,"(-0.437338,0)","(0.218669,1.52818)","(-0.197396,0.935901)"
4.5,2,4.5,4,"(-1.5708,0)","(0.785398,1.85065)","(-0.463648,1.49787)"
3,2.5,0,1.5,"(-3.14159,0)","(1.5708,1.09861)","(-1.03038,1.07003)"
2.5,0,5.5,6,"(-0.853255,0)","(0.426627,1.79866)","(0,1.79176)"
1,0.5,2,3,"(-0.927295,0)","(0.463648,0.804719)","(-0.165149,1.11231)"
1,0.5,4.5,2,"(-0.437338,0)","(0.218669,1.52818)","(-0.244979,0.723459)"
1,0.5,4.5,1.5,"(-0.437338,0)","(0.218669,1.52818)","(-0.321751,0.458145)"
3,1,1,2.5,"(-2.49809,0)","(1.24905,1.15129)","(-0.380506,0.990501)"
0.5,4.5,4.5,3.5,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-0.909753,1.74062)"
3,2.5,0,2.5,"(-3.14159,0)","(1.5708,1.09861)","(-0.785398,1.26286)"
1.5,1,2,1.5,"(-1.287,0)","(0.643501,0.916291)","(-0.588003,0.589327)"
4,1,0.5,5.5,"(-2.89288,0)","(1.44644,1.39405)","(-0.179853,1.72101)"
1,0.5,4.5,1,"(-0.437338,0)","(0.218669,1.52818)","(-0.463648,0.111572)"
1,2,3.5,5.5,"(-0.556599,0)","(0.2783,1.292)","(-0.348771,1.76684)"
4,4.5,1,5,"(-2.65164,0)","(1.32582,1.41661)","(-0.732815,1.9061)"
0,0.5,3.5,6,"(0,0)","(0,1.25276)","(-0.0831412,1.79522)"
2,3,0,2,"(-3.14159,0)","(1.5708,0.693147)","(-0.982794,1.28247)"
2,6,4,0,"(-0.927295,0)","(0.463648,1.49787)","(-1.5708,1.79176)"
2.5,0,2.5,0.5,"(-1.5708,0)","(0.785398,1.26286)","(-0,-0.693147)"
3.5,1.5,3,6,"(-1.72434,0)","(0.86217,1.52818)","(-0.244979,1.82207)"
0.5,1,1.5,2.5,"(-0.643501,0)","(0.321751,0.458145)","(-0.380506,0.990501)"
1,0.5,4,1,"(-0.489957,0)","(0.244979,1.41661)","(-0.463648,0.111572)"
0.5,6,4.5,3,"(-0.221314,-1.11022e-16)","(0.110657,1.51021)","(-1.10715,1.90333)"
5,3.5,4.5,2.5,"(-1.67596,0)","(0.837981,1.9061)","(-0.950547,1.45889)"
1,0.5,3.5,4.5,"(-0.556599,0)","(0.2783,1.292)","(-0.110657,1.51021)"
0.5,0.5,2,6,"(-0.489957,0)","(0.244979,0.723459)","(-0.0831412,1.79522)"
0,4.5,1,6,"(0,0)","(0,0)","(-0.643501,2.0149)"
1.5,5,0.5,0.5,"(-2.49809,0)","(1.24905,0.458145)","(-1.47113,1.61441)"
2.5,1,5.5,4.5,"(-0.853255,0)","(0.426627,1.79866)","(-0.218669,1.52818)"
1,0.5,3.5,3.5,"(-0.556599,0)","(0.2783,1.292)","(-0.141897,1.26286)"
5.5,0.5,2,2,"(-2.44405,-1.11022e-16)","(1.22203,1.76684)","(-0.244979,0.723459)"
0.5,5.5,4,3.5,"(-0.24871,0)","(0.124355,1.39405)","(-1.00407,1.87475)"
2,0.5,3,2,"(-1.17601,0)","(0.588003,1.28247)","(-0.244979,0.723459)"
0.5,4,3,0.5,"(-0.330297,0)","(0.165149,1.11231)","(-1.44644,1.39405)"
4,3.5,0,2,"(-3.14159,0)","(1.5708,1.38629)","(-1.05165,1.39405)"
1,5.5,4.5,4.5,"(-0.437338,0)","(0.218669,1.52818)","(-0.885067,1.96099)"
0.5,2,3,3.5,"(-0.330297,0)","(0.165149,1.11231)","(-0.519146,1.39405)"
3.5,1,3,6,"(-1.72434,0)","(0.86217,1.52818)","(-0.165149,1.80546)"
1,0.5,3.5,3,"(-0.556599,0)","(0.2783,1.292)","(-0.165149,1.11231)"
1,4,5,3.5,"(-0.394791,0)","(0.197396,1.62905)","(-0.851966,1.67055)"
4.5,1,5.5,1,"(-1.37146,-1.11022e-16)","(0.68573,1.96099)","(-0.785398,0.346574)"
1,0.5,3.5,1.5,"(-0.556599,0)","(0.2783,1.292)","(-0.321751,0.458145)"
4.5,0,1.5,3,"(-2.49809,0)","(1.24905,1.55676)","(0,1.09861)"
1,0.5,3.5,1,"(-0.556599,0)","(0.2783,1.292)","(-0.463648,0.111572)"
1,0,1,1,"(-1.5708,0)","(0.785398,0.346574)","(0,0)"
1,6,2.5,1,"(-0.761013,0)","(0.380506,0.990501)","(-1.40565,1.80546)"
1,2.5,3,2.5,"(-0.643501,0)","(0.321751,1.15129)","(-0.785398,1.26286)"
3,6,2.5,5,"(-1.75212,0)","(0.876058,1.36229)","(-0.876058,2.05544)"
3,3.5,5,4,"(-1.08084,0)","(0.54042,1.76318)","(-0.71883,1.67055)"
1,0.5,3.5,0.5,"(-0.556599,0)","(0.2783,1.292)","(-0.785398,-0.346574)"
1,4.5,3,0,"(-0.643501,0)","(0.321751,1.15129)","(-1.5708,1.50408)"
2.5,1.5,4,5.5,"(-1.1172,0)","(0.558599,1.55117)","(-0.266252,1.74062)"
0,6,0.5,3.5,"(0,0)","(0,-0.693147)","(-1.04272,1.9382)"
1,0.5,3,5,"(-0.643501,0)","(0.321751,1.15129)","(-0.0996687,1.61441)"
3.5,0.5,0.5,6,"(-2.8578,0)","(1.4289,1.26286)","(-0.0831412,1.79522)"
0.5,5.5,4,3,"(-0.24871,0)","(0.124355,1.39405)","(-1.07145,1.83498)"
3,5.5,4,5,"(-1.287,0)","(0.643501,1.60944)","(-0.832981,2.00593)"
4.5,3.5,6,1.5,"(-1.287,0)","(0.643501,2.0149)","(-1.1659,1.33707)"
1,0.5,3,2,"(-0.643501,0)","(0.321751,1.15129)","(-0.244979,0.723459)"
0.5,0,3.5,3.5,"(-0.283794,0)","(0.141897,1.26286)","(0,1.25276)"
4.5,2.5,5,2,"(-1.46563,0)","(0.732815,1.9061)","(-0.896055,1.16364)"
3,6,2,4.5,"(-1.96559,0)","(0.982794,1.28247)","(-0.927295,2.0149)"
1,0.5,2.5,5,"(-0.761013,0)","(0.380506,0.990501)","(-0.0996687,1.61441)"
4,2,1.5,5.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.348771,1.76684)"
4,4,1.5,4.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.726642,1.79522)"
0.5,1.5,2,0.5,"(-0.489957,0)","(0.244979,0.723459)","(-1.24905,0.458145)"
0,3.5,4,1,"(0,0)","(0,1.38629)","(-1.2925,1.292)"
1,0.5,2.5,4.5,"(-0.761013,0)","(0.380506,0.990501)","(-0.110657,1.51021)"
0.5,4.5,5,3,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-0.982794,1.68794)"
2.5,2.5,5,2,"(-0.927295,0)","(0.463648,1.72101)","(-0.896055,1.16364)"
0.5,3.5,1,0.5,"(-0.927295,0)","(0.463648,0.111572)","(-1.4289,1.26286)"
0.5,0.5,3.5,4.5,"(-0.283794,0)","(0.141897,1.26286)","(-0.110657,1.51021)"
1,0.5,2.5,4,"(-0.761013,0)","(0.380506,0.990501)","(-0.124355,1.39405)"
4.5,5,1,5.5,"(-2.70425,0)","(1.35213,1.52818)","(-0.737815,2.00593)"
1,3.5,4.5,1.5,"(-0.437338,0)","(0.218669,1.52818)","(-1.1659,1.33707)"
1,0,5.5,5.5,"(-0.359707,0)","(0.179853,1.72101)","(0,1.70475)"
1.5,3.5,0,4,"(-3.14159,0)","(1.5708,0.405465)","(-0.71883,1.67055)"
4.5,0,1.5,6,"(-2.49809,0)","(1.24905,1.55676)","(0,1.79176)"
4.5,5,3.5,2.5,"(-1.81951,0)","(0.909753,1.74062)","(-1.10715,1.72101)"
0,5,2,0,"(0,0)","(0,0.693147)","(-1.5708,1.60944)"
1,0.5,2,3.5,"(-0.927295,0)","(0.463648,0.804719)","(-0.141897,1.26286)"
4.5,6,1.5,4,"(-2.49809,0)","(1.24905,1.55676)","(-0.982794,1.97562)"
2,3.5,0,0,"(-3.14159,0)","(1.5708,0.693147)","(-1.5708,1.25276)"
0.5,3,1,6,"(-0.927295,0)","(0.463648,0.111572)","(-0.463648,1.90333)"
2,5,3.5,1.5,"(-1.03829,0)","(0.519146,1.39405)","(-1.27934,1.65253)"
1,0.5,2,1.5,"(-0.927295,0)","(0.463648,0.804719)","(-0.321751,0.458145)"
4.5,3,4.5,5.5,"(-1.5708,0)","(0.785398,1.85065)","(-0.499347,1.83498)"
2.5,4.5,3,0.5,"(-1.38948,0)","(0.694738,1.36229)","(-1.46014,1.51021)"
4,1,1,4.5,"(-2.65164,0)","(1.32582,1.41661)","(-0.218669,1.52818)"
0.5,5.5,5.5,2,"(-0.18132,0)","(0.0906599,1.70886)","(-1.22203,1.76684)"
1,0.5,2,1,"(-0.927295,0)","(0.463648,0.804719)","(-0.463648,0.111572)"
0.5,2,1,5,"(-0.927295,0)","(0.463648,0.111572)","(-0.380506,1.68365)"
4,6,0,3.5,"(-3.14159,0)","(1.5708,1.38629)","(-1.04272,1.9382)"
3.5,4,5.5,0,"(-1.13346,0)","(0.566729,1.87475)","(-1.5708,1.38629)"
1.5,5.5,0,3.5,"(-3.14159,0)","(1.5708,0.405465)","(-1.00407,1.87475)"
1,0.5,1.5,2,"(-1.17601,0)","(0.588003,0.589327)","(-0.244979,0.723459)"
6,0,5.5,6,"(-1.6577,0)","(0.828849,2.09672)","(0,1.79176)"
1.5,3.5,1.5,2,"(-1.5708,0)","(0.785398,0.752039)","(-1.05165,1.39405)"
0.5,4.5,0.5,4,"(-1.5708,0)","(0.785398,-0.346574)","(-0.844154,1.79522)"
1,3,3,3,"(-0.643501,0)","(0.321751,1.15129)","(-0.785398,1.44519)"
3,3,0,5.5,"(-3.14159,0)","(1.5708,1.09861)","(-0.499347,1.83498)"
2.5,2.5,2.5,0.5,"(-1.5708,0)","(0.785398,1.26286)","(-1.3734,0.935901)"
5.5,3,2,3.5,"(-2.44405,-1.11022e-16)","(1.22203,1.76684)","(-0.708626,1.52818)"
6,2,2.5,0,"(-2.35201,0)","(1.17601,1.8718)","(-1.5708,0.693147)"
4,0.5,4.5,1.5,"(-1.45328,0)","(0.726642,1.79522)","(-0.321751,0.458145)"
5,0.5,1,0.5,"(-2.7468,0)","(1.3734,1.62905)","(-0.785398,-0.346574)"
3,4.5,2.5,5,"(-1.75212,0)","(0.876058,1.36229)","(-0.732815,1.9061)"
2,1,0,3,"(-3.14159,0)","(1.5708,0.693147)","(-0.321751,1.15129)"
1,3.5,6,5,"(-0.330297,0)","(0.165149,1.80546)","(-0.610726,1.80883)"
0.5,3,0.5,1,"(-1.5708,0)","(0.785398,-0.346574)","(-1.24905,1.15129)"
0,3.5,1.5,0,"(0,0)","(0,0.405465)","(-1.5708,1.25276)"
1.5,2,0.5,3,"(-2.49809,0)","(1.24905,0.458145)","(-0.588003,1.28247)"
1,1.5,0,2.5,"(-3.14159,0)","(1.5708,0)","(-0.54042,1.07003)"
1,0.5,1.5,0,"(-1.17601,0)","(0.588003,0.589327)","(-1.5708,-0.693147)"
4,0,5,4,"(-1.34948,-1.11022e-16)","(0.674741,1.85679)","(0,1.38629)"
2,3,5.5,5,"(-0.697542,-1.11022e-16)","(0.348771,1.76684)","(-0.54042,1.76318)"
1.5,0,2.5,0,"(-1.08084,0)","(0.54042,1.07003)","(nan,-inf)"
4.5,3,3,4.5,"(-1.96559,0)","(0.982794,1.68794)","(-0.588003,1.68794)"
1.5,0.5,5,5,"(-0.582914,0)","(0.291457,1.65253)","(-0.0996687,1.61441)"
2,4,5.5,3,"(-0.697542,-1.11022e-16)","(0.348771,1.76684)","(-0.927295,1.60944)"
1,0.5,1,4,"(-1.5708,0)","(0.785398,0.346574)","(-0.124355,1.39405)"
1,2,5.5,5.5,"(-0.359707,0)","(0.179853,1.72101)","(-0.348771,1.76684)"
0,2.5,3.5,4.5,"(0,0)","(0,1.25276)","(-0.507099,1.63857)"
1.5,3.5,4.5,4,"(-0.643501,0)","(0.321751,1.55676)","(-0.71883,1.67055)"
2,3.5,1.5,5.5,"(-1.85459,0)","(0.927295,0.916291)","(-0.566729,1.87475)"
0,4.5,3.5,1.5,"(0,0)","(0,1.25276)","(-1.24905,1.55676)"
4.5,3.5,4,0.5,"(-1.68831,0)","(0.844154,1.79522)","(-1.4289,1.26286)"
2.5,4.5,3,6,"(-1.38948,0)","(0.694738,1.36229)","(-0.643501,2.0149)"
1,4,2.5,3,"(-0.761013,0)","(0.380506,0.990501)","(-0.927295,1.60944)"
1,3,1,2,"(-1.5708,0)","(0.785398,0.346574)","(-0.982794,1.28247)"
0.5,1.5,0,2,"(-3.14159,0)","(1.5708,-0.693147)","(-0.643501,0.916291)"
0,4,2,2.5,"(0,0)","(0,0.693147)","(-1.0122,1.55117)"
5,0.5,6,2,"(-1.38948,0)","(0.694738,2.05544)","(-0.244979,0.723459)"
0.5,6,1,2,"(-0.927295,0)","(0.463648,0.111572)","(-1.24905,1.84444)"
0,4,5,0.5,"(0,0)","(0,1.60944)","(-1.44644,1.39405)"
0.5,0,5.5,1.5,"(-0.18132,0)","(0.0906599,1.70886)","(0,0.405465)"
0,4.5,2,1,"(0,0)","(0,0.693147)","(-1.35213,1.52818)"
1,1.5,3,5,"(-0.643501,0)","(0.321751,1.15129)","(-0.291457,1.65253)"
0,2.5,0.5,5,"(0,0)","(0,-0.693147)","(-0.463648,1.72101)"
0,4,2,4.5,"(0,0)","(0,0.693147)","(-0.726642,1.79522)"
3.5,4.5,2,5.5,"(-2.1033,0)","(1.05165,1.39405)","(-0.68573,1.96099)"
4.5,2,1,3.5,"(-2.70425,0)","(1.35213,1.52818)","(-0.519146,1.39405)"
2.5,6,5.5,1,"(-0.853255,0)","(0.426627,1.79866)","(-1.40565,1.80546)"
2.5,5.5,1,2,"(-2.38058,0)","(1.19029,0.990501)","(-1.22203,1.76684)"
1,0.5,0.5,6,"(-2.2143,0)","(1.10715,0.111572)","(-0.0831412,1.79522)"
1,0.5,0.5,5.5,"(-2.2143,0)","(1.10715,0.111572)","(-0.0906599,1.70886)"
2,5,2,3,"(-1.5708,0)","(0.785398,1.03972)","(-1.03038,1.76318)"
1,0.5,0.5,5,"(-2.2143,0)","(1.10715,0.111572)","(-0.0996687,1.61441)"
4.5,3,4.5,3.5,"(-1.5708,0)","(0.785398,1.85065)","(-0.708626,1.52818)"
0.5,2,2.5,4,"(-0.394791,0)","(0.197396,0.935901)","(-0.463648,1.49787)"
1,0.5,0.5,3,"(-2.2143,0)","(1.10715,0.111572)","(-0.165149,1.11231)"
4,0,4.5,2.5,"(-1.45328,0)","(0.726642,1.79522)","(0,0.916291)"
0.5,4,4,1,"(-0.24871,0)","(0.124355,1.39405)","(-1.32582,1.41661)"
1,0.5,0.5,0.5,"(-2.2143,0)","(1.10715,0.111572)","(-0.785398,-0.346574)"
0.5,1.5,3,1,"(-0.330297,0)","(0.165149,1.11231)","(-0.982794,0.589327)"
3,1,2,5,"(-1.96559,0)","(0.982794,1.28247)","(-0.197396,1.62905)"
1,5.5,6,3,"(-0.330297,0)","(0.165149,1.80546)","(-1.07145,1.83498)"
1,0.5,0,5.5,"(-3.14159,0)","(1.5708,0)","(-0.0906599,1.70886)"
3,2.5,4.5,0,"(-1.17601,0)","(0.588003,1.68794)","(-1.5708,0.916291)"
0.5,2,6,0,"(-0.166282,0)","(0.0831412,1.79522)","(-1.5708,0.693147)"
6,4.5,5,4.5,"(-1.75212,0)","(0.876058,2.05544)","(-0.785398,1.85065)"
6,2,2.5,0.5,"(-2.35201,0)","(1.17601,1.8718)","(-1.32582,0.723459)"
1,0.5,0,2.5,"(-3.14159,0)","(1.5708,0)","(-0.197396,0.935901)"
0,0.5,4.5,4,"(0,0)","(0,1.50408)","(-0.124355,1.39405)"
4,3.5,4.5,4.5,"(-1.45328,0)","(0.726642,1.79522)","(-0.661043,1.74062)"
0,5.5,2,3,"(0,0)","(0,0.693147)","(-1.07145,1.83498)"
1,0.5,0,0.5,"(-3.14159,0)","(1.5708,0)","(-0.785398,-0.346574)"
3,1,6,2,"(-0.927295,0)","(0.463648,1.90333)","(-0.463648,0.804719)"
2,0.5,1.5,2,"(-1.85459,0)","(0.927295,0.916291)","(-0.244979,0.723459)"
0.5,3.5,0,1,"(-3.14159,0)","(1.5708,-0.693147)","(-1.2925,1.292)"
1.5,3,1.5,6,"(-1.5708,0)","(0.785398,0.752039)","(-0.463648,1.90333)"
2.5,2,2,0,"(-1.79211,-1.11022e-16)","(0.896055,1.16364)","(-1.5708,0.693147)"
5.5,3.5,6,4.5,"(-1.48389,0)","(0.741947,2.09672)","(-0.661043,1.74062)"
1,0,6,3.5,"(-0.330297,0)","(0.165149,1.80546)","(0,1.25276)"
5,3.5,1.5,4.5,"(-2.55868,0)","(1.27934,1.65253)","(-0.661043,1.74062)"
1,4.5,2.5,5.5,"(-0.761013,0)","(0.380506,0.990501)","(-0.68573,1.96099)"
1,0,6,0.5,"(-0.330297,0)","(0.165149,1.80546)","(-0,-0.693147)"
1,0,5.5,4,"(-0.359707,0)","(0.179853,1.72101)","(0,1.38629)"
2.5,1,0,3.5,"(-3.14159,0)","(1.5708,0.916291)","(-0.2783,1.292)"
5.5,2,3.5,3.5,"(-2.00813,0)","(1.00407,1.87475)","(-0.519146,1.39405)"
1,0,5.5,3,"(-0.359707,0)","(0.179853,1.72101)","(0,1.09861)"
1,0,5.5,2.5,"(-0.359707,0)","(0.179853,1.72101)","(0,0.916291)"
3.5,1.5,2.5,0,"(-1.90109,0)","(0.950547,1.45889)","(-1.5708,0.405465)"
1,0,5.5,1,"(-0.359707,0)","(0.179853,1.72101)","(0,0)"
1.5,4.5,5.5,2.5,"(-0.532504,0)","(0.266252,1.74062)","(-1.0637,1.63857)"
1,0,5.5,0.5,"(-0.359707,0)","(0.179853,1.72101)","(-0,-0.693147)"
4,1,3,6,"(-1.85459,0)","(0.927295,1.60944)","(-0.165149,1.80546)"
3.5,4.5,6,6,"(-1.05615,-1.11022e-16)","(0.528074,1.9382)","(-0.643501,2.0149)"
6,4,3.5,2,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.10715,1.49787)"
2,0,0.5,3.5,"(-2.65164,0)","(1.32582,0.723459)","(0,1.25276)"
5,5,4.5,0,"(-1.67596,0)","(0.837981,1.9061)","(-1.5708,1.60944)"
4,3,1.5,5.5,"(-2.42405,0)","(1.21203,1.45208)","(-0.499347,1.83498)"
1,0,5.5,0,"(-0.359707,0)","(0.179853,1.72101)","(nan,-inf)"
5.5,1,4.5,0,"(-1.77013,-1.11022e-16)","(0.885067,1.96099)","(-1.5708,0)"
3,0.5,2,1.5,"(-1.96559,0)","(0.982794,1.28247)","(-0.321751,0.458145)"
0.5,2.5,0.5,4.5,"(-1.5708,0)","(0.785398,-0.346574)","(-0.507099,1.63857)"
0,0.5,5,0,"(0,0)","(0,1.60944)","(-1.5708,-0.693147)"
1,0,5,4,"(-0.394791,0)","(0.197396,1.62905)","(0,1.38629)"
5,2,5,4.5,"(-1.5708,0)","(0.785398,1.95601)","(-0.418224,1.59421)"
2.5,5.5,4,3,"(-1.1172,0)","(0.558599,1.55117)","(-1.07145,1.83498)"
5.5,2,6,3,"(-1.48389,0)","(0.741947,2.09672)","(-0.588003,1.28247)"
2.5,5,3,6,"(-1.38948,0)","(0.694738,1.36229)","(-0.694738,2.05544)"
2,0.5,3.5,4,"(-1.03829,0)","(0.519146,1.39405)","(-0.124355,1.39405)"
2,2,5,2.5,"(-0.761013,0)","(0.380506,1.68365)","(-0.674741,1.16364)"
1,1.5,4.5,0,"(-0.437338,0)","(0.218669,1.52818)","(-1.5708,0.405465)"
2.5,2.5,6,2,"(-0.789582,0)","(0.394791,1.8718)","(-0.896055,1.16364)"
2,6,1,0.5,"(-2.2143,0)","(1.10715,0.804719)","(-1.48766,1.79522)"
5.5,1,0.5,4.5,"(-2.96027,0)","(1.48014,1.70886)","(-0.218669,1.52818)"
1,0,4.5,5.5,"(-0.437338,0)","(0.218669,1.52818)","(0,1.70475)"
4.5,4.5,5,0.5,"(-1.46563,0)","(0.732815,1.9061)","(-1.46014,1.51021)"
0,1.5,3.5,6,"(0,0)","(0,1.25276)","(-0.244979,1.82207)"
6,3.5,3.5,1.5,"(-2.08544,-1.11022e-16)","(1.04272,1.9382)","(-1.1659,1.33707)"
2,0,6,5.5,"(-0.643501,0)","(0.321751,1.84444)","(0,1.70475)"
4.5,1.5,3,3.5,"(-1.96559,0)","(0.982794,1.68794)","(-0.404892,1.33707)"
0.5,6,2,4,"(-0.489957,0)","(0.244979,0.723459)","(-0.982794,1.97562)"
1,5.5,0,5.5,"(-3.14159,0)","(1.5708,0)","(-0.785398,2.05132)"
2.5,4.5,5.5,4.5,"(-0.853255,0)","(0.426627,1.79866)","(-0.785398,1.85065)"
3,1.5,2.5,2,"(-1.75212,0)","(0.876058,1.36229)","(-0.643501,0.916291)"
2,2.5,3,4.5,"(-1.17601,0)","(0.588003,1.28247)","(-0.507099,1.63857)"
0,1,3.5,0.5,"(0,0)","(0,1.25276)","(-1.10715,0.111572)"
2.5,2.5,0.5,1.5,"(-2.7468,0)","(1.3734,0.935901)","(-1.03038,1.07003)"
4.5,6,3.5,1.5,"(-1.81951,0)","(0.909753,1.74062)","(-1.32582,1.82207)"
6,0,0.5,5,"(-2.97531,0)","(1.48766,1.79522)","(0,1.60944)"
3.5,6,0,3,"(-3.14159,0)","(1.5708,1.25276)","(-1.10715,1.90333)"
5.5,0,3.5,2.5,"(-2.00813,0)","(1.00407,1.87475)","(0,0.916291)"
1,0,4.5,5,"(-0.437338,0)","(0.218669,1.52818)","(0,1.60944)"
1,0,4.5,4,"(-0.437338,0)","(0.218669,1.52818)","(0,1.38629)"
4.5,0,0,1.5,"(-3.14159,0)","(1.5708,1.50408)","(0,0.405465)"
0.5,6,5,4,"(-0.199337,-1.11022e-16)","(0.0996687,1.61441)","(-0.982794,1.97562)"
1,5.5,2,4.5,"(-0.927295,0)","(0.463648,0.804719)","(-0.885067,1.96099)"
2.5,1.5,4.5,4.5,"(-1.0142,0)","(0.507099,1.63857)","(-0.321751,1.55676)"
1,0,4.5,3,"(-0.437338,0)","(0.218669,1.52818)","(0,1.09861)"
2,4,0,1.5,"(-3.14159,0)","(1.5708,0.693147)","(-1.21203,1.45208)"
5.5,1.5,5.5,2,"(-1.5708,0)","(0.785398,2.05132)","(-0.643501,0.916291)"
3.5,0,5,1.5,"(-1.22145,-1.11022e-16)","(0.610726,1.80883)","(0,0.405465)"
1,0,4.5,2.5,"(-0.437338,0)","(0.218669,1.52818)","(0,0.916291)"
2.5,0.5,3,4.5,"(-1.38948,0)","(0.694738,1.36229)","(-0.110657,1.51021)"
1,0,0.5,0,"(-2.2143,0)","(1.10715,0.111572)","(nan,-inf)"
0.5,4.5,0,0.5,"(-3.14159,0)","(1.5708,-0.693147)","(-1.46014,1.51021)"
3.5,4,6,4.5,"(-1.05615,-1.11022e-16)","(0.528074,1.9382)","(-0.726642,1.79522)"
0,2,0,0.5,"(nan,nan)","(nan,-inf)","(-1.32582,0.723459)"
6,6,4.5,2,"(-1.85459,0)","(0.927295,2.0149)","(-1.24905,1.84444)"
5,3,5,2.5,"(-1.5708,0)","(0.785398,1.95601)","(-0.876058,1.36229)"
1,0,4.5,1.5,"(-0.437338,0)","(0.218669,1.52818)","(0,0.405465)"
1,0,4.5,1,"(-0.437338,0)","(0.218669,1.52818)","(0,0)"
2.5,3,1,3.5,"(-2.38058,0)","(1.19029,0.990501)","(-0.708626,1.52818)"
4,3.5,5.5,3,"(-1.25759,0)","(0.628796,1.91703)","(-0.86217,1.52818)"
1,3.5,4.5,3.5,"(-0.437338,0)","(0.218669,1.52818)","(-0.785398,1.59934)"
1,1.5,5.5,3.5,"(-0.359707,0)","(0.179853,1.72101)","(-0.404892,1.33707)"
0,0.5,4,5.5,"(0,0)","(0,1.38629)","(-0.0906599,1.70886)"
0,0.5,5.5,3,"(0,0)","(0,1.70475)","(-0.165149,1.11231)"
2.5,2.5,3.5,5,"(-1.2405,0)","(0.620249,1.45889)","(-0.463648,1.72101)"
4.5,3.5,5,4.5,"(-1.46563,0)","(0.732815,1.9061)","(-0.661043,1.74062)"
3,4.5,0.5,1.5,"(-2.8113,0)","(1.40565,1.11231)","(-1.24905,1.55676)"
1.5,3,1.5,2.5,"(-1.5708,0)","(0.785398,0.752039)","(-0.876058,1.36229)"
0,2.5,3,3,"(0,0)","(0,1.09861)","(-0.694738,1.36229)"
1.5,0,1,3,"(-1.96559,0)","(0.982794,0.589327)","(0,1.09861)"
3.5,0.5,0,5,"(-3.14159,0)","(1.5708,1.25276)","(-0.0996687,1.61441)"
2.5,2.5,6,4.5,"(-0.789582,0)","(0.394791,1.8718)","(-0.507099,1.63857)"
3.5,1.5,4,5.5,"(-1.43766,0)","(0.71883,1.67055)","(-0.266252,1.74062)"
4.5,2,4,6,"(-1.68831,0)","(0.844154,1.79522)","(-0.321751,1.84444)"
0,2.5,4.5,5,"(0,0)","(0,1.50408)","(-0.463648,1.72101)"
5,5,6,3,"(-1.38948,0)","(0.694738,2.05544)","(-1.03038,1.76318)"
6,2,4,5,"(-1.96559,0)","(0.982794,1.97562)","(-0.380506,1.68365)"
